Date,ID,Click Cost
2015-01-01 16:27:37,4674458121231089664,9.653041
2015-01-01 16:31:03,5280807512022350848,10.595439
2015-01-01 16:40:49,1850729359341080576,12.322815
2015-01-01 16:42:16,5862502675702475776,6.531385
2015-01-01 16:43:32,1525169706281601024,13.486111
2015-01-01 16:49:22,2790865730693516288,6.740136
2015-01-01 16:50:59,1304144883840149504,0.000000
2015-01-01 17:28:59,4554724664603649024,5.339869
2015-01-01 17:35:42,6233196831972832256,10.075438
2015-01-01 17:38:58,963000364080786432,0.000000
2015-01-01 17:40:22,2678500436187639808,0.000000
2015-01-01 17:41:56,3431725537316400128,13.542550
2015-01-01 17:44:00,4697353613932053504,7.031806
2015-01-01 17:51:12,2214318690469935104,13.043749
2015-01-01 18:02:04,8146189571121423360,7.017644
2015-01-01 18:08:19,3681045168243027968,0.000000
2015-01-01 18:08:37,2534042083298632704,0.000000
2015-01-01 18:12:41,4428113653077860352,0.000000
2015-01-01 18:14:56,2691763257528887296,12.785123
2015-01-01 18:28:33,4755553817276953600,13.377643
2015-01-01 18:32:18,3511618878656472064,12.023883
2015-01-01 18:34:13,2636721243347768320,5.725272
2015-01-01 18:35:51,6727935380959836160,12.376227
2015-01-01 18:41:41,6440930929018893312,0.000000
2015-01-01 18:44:18,464794098931881984,7.700379
2015-01-01 18:47:49,662844830881968128,6.611304
2015-01-01 18:54:14,5718771708259402752,0.000000
2015-01-01 19:03:53,2340108739296548864,13.883855
2015-01-01 19:06:34,4289178564835697664,12.940763
2015-01-01 19:08:27,4893225487282161664,13.639355
2015-01-01 19:09:23,7907412738428051456,14.302627
2015-01-01 19:08:28,6985988815944133632,0.000000
2015-01-01 19:09:08,5884649828724445184,0.000000
2015-01-01 19:09:55,7181489273868318720,0.000000
2015-01-01 19:11:27,8388825520866506752,13.949657
2015-01-01 19:15:51,4476531926155430912,0.000000
2015-01-01 19:17:47,3481869510078366720,0.000000
2015-01-01 19:22:32,8381999430812996608,0.000000
2015-01-01 19:27:09,9146538133775874048,8.262601
2015-01-01 19:27:41,8390438452959712256,0.000000
2015-01-01 19:29:09,1991769253856129024,0.000000
2015-01-01 19:39:48,9013385770525716480,0.000000
2015-01-01 19:43:53,3710676373151554560,9.095088
2015-01-01 19:57:44,1165812162887915520,0.000000
2015-01-01 20:10:28,2696271811070878720,10.822370
2015-01-01 20:14:53,4277135199818156032,0.000000
2015-01-01 20:15:56,1846758756685290496,12.144183
2015-01-01 20:16:46,930889177986963456,11.477709
2015-01-01 20:24:20,1222164682877556736,0.000000
2015-01-01 20:41:58,3753303107172030464,13.602691
2015-01-01 20:48:32,6174158472111137792,14.710255
2015-01-01 20:54:11,6682471205611006976,0.000000
2015-01-01 20:54:50,627824820794898432,8.638715
2015-01-01 20:55:55,7896809579873449984,0.000000
2015-01-01 20:56:29,2815296289917872128,13.059879
2015-01-01 21:02:43,1021626705305598976,0.000000
2015-01-01 21:02:57,4357550165296198656,10.986246
2015-01-01 21:05:57,4245025470254808064,0.000000
2015-01-01 21:07:29,5808449388349949952,0.000000
2015-01-01 21:10:51,5261913018616812544,11.936391
2015-01-01 21:12:16,1636574953169912832,12.543227
2015-01-01 21:16:08,7597950458257921024,9.677725
2015-01-01 21:19:14,5688664504930290688,0.000000
2015-01-01 21:21:59,8008972538206478336,0.000000
2015-01-01 21:22:42,2548027391792186368,0.000000
2015-01-01 21:26:31,6087791974962462720,11.847564
2015-01-01 21:30:44,5660175473815495680,0.000000
2015-01-01 21:31:29,2060204861216576512,0.000000
2015-01-01 21:36:12,4126568799143197696,0.000000
2015-01-01 21:37:10,4402752006095131648,0.000000
2015-01-01 21:38:37,6893537538954412032,9.846896
2015-01-01 21:41:35,3061065561602915328,0.000000
2015-01-01 22:06:41,8475337410701467648,0.000000
2015-01-01 22:10:33,3802365541334932480,10.573344
2015-01-01 22:12:30,693417111213983744,9.105592
2015-01-01 22:14:11,5757917297696876544,6.792108
2015-01-01 22:15:45,5667543114107866112,9.828012
2015-01-01 22:18:13,4512067809764440064,5.865858
2015-01-01 22:21:57,8440974136680800256,8.282495
2015-01-01 22:22:46,9171240853631169536,5.065853
2015-01-01 22:30:35,8003104082391163904,0.000000
2015-01-01 22:34:31,8929366221993842688,6.444518
2015-01-01 22:37:42,3638497802469150720,11.520377
2015-01-01 22:49:43,5231168400142853120,12.806158
2015-01-01 22:49:51,6089218846685638656,5.851554
2015-01-01 22:51:06,8193752842898053120,11.315246
2015-01-01 22:52:52,9072555216623293440,14.741492
2015-01-01 22:55:26,352799346334701568,0.000000
2015-01-01 23:06:05,1066640379737378816,0.000000
2015-01-01 23:08:05,2265437232944968704,0.000000
2015-01-01 23:10:58,2257656271666475008,0.000000
2015-01-01 23:20:53,916262005164673024,12.208110
2015-01-01 23:21:22,3493179815272345600,6.972888
2015-01-01 23:28:27,1797486411344561152,0.000000
2015-01-01 23:28:11,5971804110621699072,13.864464
2015-01-02 00:00:26,8072344116120953856,6.207285
2015-01-02 00:08:15,905065996831502336,12.558856
2015-01-02 00:09:12,7586152014526992384,0.000000
2015-01-02 00:14:11,3824925355729223680,13.407771
2015-01-02 00:20:04,3866121314303430656,0.000000
2015-01-02 00:22:31,3735118407242682368,7.481081
2015-01-02 00:45:12,7865271661779452928,7.301904
2015-01-02 01:05:44,5079437504227862528,5.215829
2015-01-02 01:11:04,1957268762234052608,0.000000
2015-01-02 01:31:26,113515187918945280,12.581971
2015-01-02 05:27:39,8442536728111778816,13.018601
2015-01-02 05:39:53,8217068549215672320,9.070743
2015-01-02 05:49:00,5444110520530729984,0.000000
2015-01-02 06:02:09,252164492180332544,8.242848
2015-01-02 06:12:37,544366221300960256,11.432178
2015-01-02 06:29:14,1800564230470354944,14.753744
2015-01-02 06:57:47,7343505153152207872,11.825607
2015-01-02 07:13:50,4532927112037911552,12.387589
2015-01-02 07:37:33,5037545786445705216,0.000000
2015-01-02 07:53:35,3396819047031989248,0.000000
2015-01-02 08:06:26,4667468564128240640,6.173537
2015-01-02 08:21:35,4044853728309081088,0.000000
2015-01-02 08:30:19,6454405877532625920,13.104454
2015-01-02 08:39:13,5041028294881837056,0.000000
2015-01-02 08:57:59,2600800316338438144,10.109895
2015-01-02 09:02:03,8098578129224901632,0.000000
2015-01-02 09:04:34,6822535839937517568,0.000000
2015-01-02 09:12:33,3857914130523474944,8.930575
2015-01-02 09:12:13,3897036589333831680,9.231143
2015-01-02 09:16:21,7564341648134657024,0.000000
2015-01-02 09:23:25,4483615195247911936,5.144567
2015-01-02 09:37:11,6919294405833768960,7.207137
2015-01-02 09:50:45,6984332694815965184,12.857501
2015-01-02 09:52:02,2595079119176150016,0.000000
2015-01-02 09:52:43,1550088251811317760,13.246732
2015-01-02 09:59:15,1843818410593557504,14.542346
2015-01-02 10:01:24,1190905333106210816,9.413873
2015-01-02 10:05:28,1195474440184921088,0.000000
2015-01-02 10:09:27,451264215761213440,12.960008
2015-01-02 10:17:00,8790224191054569472,0.000000
2015-01-02 10:18:22,94442383836774400,0.000000
2015-01-02 10:19:51,4969028167866193920,9.521149
2015-01-02 10:21:14,8101255270570195968,8.875404
2015-01-02 10:24:54,7926836750796119040,11.256228
2015-01-02 10:30:17,7712653127030367232,5.411281
2015-01-02 10:33:34,3098280836917249024,12.660757
2015-01-02 10:36:25,4242468009451522048,7.259545
2015-01-02 10:36:39,1932216476415135744,0.000000
2015-01-02 10:48:07,2016971889516975104,0.000000
2015-01-02 11:03:58,7351928938822461440,0.000000
2015-01-02 11:04:17,1705080143690063872,8.770783
2015-01-02 11:04:05,7941002395398834176,12.261536
2015-01-02 11:08:25,3966683008435107840,9.661888
2015-01-02 11:11:56,5400785860798440448,14.524678
2015-01-02 11:21:26,6707074038829629440,0.000000
2015-01-02 11:28:36,3308644363802885120,14.811550
2015-01-02 11:35:28,3276178138254004224,9.748427
2015-01-02 11:57:31,5943081920840129536,5.092635
2015-01-02 11:58:04,7094670434446706688,9.983325
2015-01-02 12:14:18,4070550792858175488,9.384167
2015-01-02 12:14:21,3462193030115996672,12.845984
2015-01-02 12:16:51,4613335550629673984,11.833358
2015-01-02 12:18:20,4935548608514055168,8.961732
2015-01-02 12:26:14,8426340613401397248,0.000000
2015-01-02 12:41:57,4648220828527080448,9.029227
2015-01-02 12:48:38,5220022846017473536,0.000000
2015-01-02 12:56:53,2850469153948637184,9.264211
2015-01-02 13:01:10,1736415566122797056,0.000000
2015-01-02 13:05:55,3870377711492424704,8.673333
2015-01-02 13:06:20,82316223806087168,12.768414
2015-01-02 13:07:57,5213317845224647680,8.094922
2015-01-02 13:08:30,2114903736707200000,0.000000
2015-01-02 13:11:38,1458376876088055808,0.000000
2015-01-02 13:21:15,6289767327680479232,10.120945
2015-01-02 13:23:46,4301186012255219712,5.199230
2015-01-02 13:26:08,8793808902525850624,0.000000
2015-01-02 13:28:00,3588137565319959552,13.347742
2015-01-02 13:29:26,4809705904747242496,0.000000
2015-01-02 13:30:25,931376047177756672,9.664852
2015-01-02 13:37:32,3436942025046717440,5.283745
2015-01-02 13:39:31,4280065493786976256,10.717850
2015-01-02 14:01:18,5385779003486786560,13.012278
2015-01-02 14:04:15,4472430354772924416,0.000000
2015-01-02 14:03:42,8922133798589897728,0.000000
2015-01-02 14:07:26,1281991631199135744,0.000000
2015-01-02 14:08:42,3754805634284709888,0.000000
2015-01-02 14:09:01,3005313556680813568,6.711856
2015-01-02 14:18:43,1076086300729104384,0.000000
2015-01-02 14:20:21,2009409216021645312,0.000000
2015-01-02 14:27:17,6225069348908915712,0.000000
2015-01-02 14:34:51,1933684116860384256,0.000000
2015-01-02 14:36:22,3737964744244219904,10.560049
2015-01-02 14:38:00,6909871995731194880,5.505394
2015-01-02 14:42:05,417951455062744064,14.559265
2015-01-02 14:45:14,8699218040437291008,11.771779
2015-01-02 14:48:07,661619990228776960,0.000000
2015-01-02 14:48:41,1993439563886272512,0.000000
2015-01-02 14:50:54,2389085177702881280,6.978758
2015-01-02 15:02:24,2317169462040132608,10.139015
2015-01-02 15:07:45,2918940504098216960,11.177288
2015-01-02 15:11:06,3479581946946310144,0.000000
2015-01-02 15:13:02,8193481133932215296,0.000000
2015-01-02 15:21:25,5098648597233143808,13.811669
2015-01-02 15:24:25,751021219739347968,15.075860
2015-01-02 15:26:02,4581397804685879296,10.084188
2015-01-02 15:38:00,7810328063692026880,9.017800
2015-01-02 15:37:47,4593287786198539264,10.086230
2015-01-02 15:39:42,2296347325640419328,0.000000
2015-01-02 15:40:53,6537365963512852480,9.509200
2015-01-02 15:42:55,2860856006490429440,0.000000
2015-01-02 15:51:36,769563263457635328,0.000000
2015-01-02 15:55:08,5676815559544142848,0.000000
2015-01-02 15:58:36,6907206747760039936,0.000000
2015-01-02 15:58:32,582876094595611648,0.000000
2015-01-02 15:59:32,1939603761424674816,0.000000
2015-01-02 16:18:43,7885795137008636928,0.000000
2015-01-02 16:28:08,8297625882798622720,0.000000
2015-01-02 16:57:39,2847568500816139264,8.738738
2015-01-02 17:07:20,4879370817735609344,5.112882
2015-01-02 17:12:27,2404076441031412736,5.890224
2015-01-02 17:13:30,3490963447908371456,11.454320
2015-01-02 17:16:11,2751330155496862720,0.000000
2015-01-02 17:51:20,584817662544019456,7.069789
2015-01-02 17:55:21,4814219626866288640,12.648191
2015-01-02 17:56:32,725368847097009152,0.000000
2015-01-02 18:17:49,8503211698178625536,0.000000
2015-01-02 18:20:38,5628394623156501504,11.966994
2015-01-02 18:24:45,8901168099876030464,9.503808
2015-01-02 18:25:49,6124847484618800128,5.466920
2015-01-02 18:27:04,1870338988571287552,0.000000
2015-01-02 18:29:32,9121670226524164096,5.898566
2015-01-02 18:30:37,630649690393927680,5.784982
2015-01-02 18:31:19,8398749644876854272,10.426637
2015-01-02 18:33:50,484484023149076480,0.000000
2015-01-02 18:34:39,7275724472144202752,14.022446
2015-01-02 18:37:06,3511206534844088320,0.000000
2015-01-02 18:38:21,3226741615987734528,11.198449
2015-01-02 18:46:40,4159002118038921216,5.191447
2015-01-02 19:00:30,4396028720244856832,12.458283
2015-01-02 19:01:59,2448444920472935424,0.000000
2015-01-02 19:14:00,84646485724393472,0.000000
2015-01-02 19:21:38,1253101870929122304,0.000000
2015-01-02 19:31:43,4720805306596143104,12.594902
2015-01-02 19:31:48,4802005864365668352,10.917067
2015-01-02 19:46:24,8520832478254035968,12.808146
2015-01-02 19:46:37,4301659097575401472,0.000000
2015-01-02 19:49:21,314925384695629824,0.000000
2015-01-02 19:49:19,9057459532612525056,13.112401
2015-01-02 19:55:20,5515358413800797184,11.401027
2015-01-02 20:00:27,542511267495924736,7.211888
2015-01-02 20:01:31,3544434795126848512,0.000000
2015-01-02 20:05:24,8498304449464936448,0.000000
2015-01-02 20:06:48,9050506485356401664,7.593535
2015-01-02 20:06:58,6933922206240752640,14.493040
2015-01-02 20:07:21,2652024294265232384,6.596617
2015-01-02 20:08:50,1267009103655341056,0.000000
2015-01-02 20:08:10,9220667397326502912,8.807609
2015-01-02 20:11:42,1113013989728067584,11.337477
2015-01-02 20:13:26,6172328531660658688,0.000000
2015-01-02 20:25:05,1126890873054607360,0.000000
2015-01-02 20:26:10,42016774799495168,6.505191
2015-01-02 20:38:11,7478522786798217216,5.846817
2015-01-02 20:40:09,7644679227470441472,12.613885
2015-01-02 20:43:03,7626123027173529600,6.991708
2015-01-02 20:56:06,8775576516926284800,0.000000
2015-01-02 21:01:30,489232100164382720,11.651135
2015-01-02 21:10:43,8940765627931049984,0.000000
2015-01-02 21:20:32,1313388360001078272,11.263493
2015-01-02 21:25:49,3407468816792456192,12.133210
2015-01-02 21:34:40,6301661413177681920,0.000000
2015-01-02 21:34:41,6012762169945224192,10.454700
2015-01-02 21:36:49,4480806680053074944,6.408917
2015-01-02 21:37:40,3795707929487054848,6.083833
2015-01-02 21:38:30,9106326933421889536,0.000000
2015-01-02 21:41:29,8264110496720914432,0.000000
2015-01-02 21:42:21,358028900621956096,10.478257
2015-01-02 21:45:59,8423509924546242560,11.176681
2015-01-02 21:51:05,7146102867966785536,0.000000
2015-01-02 21:52:28,1296425379128704000,10.309658
2015-01-02 21:53:27,3251855425523632128,5.349146
2015-01-02 21:55:29,4586605862367290368,10.436340
2015-01-02 22:01:18,355989167442876416,10.542465
2015-01-02 22:02:31,918681367138528256,0.000000
2015-01-02 22:23:29,2277764662529366016,7.628437
2015-01-02 22:28:10,2685933492559522816,12.017768
2015-01-02 22:29:03,4906215612582311936,7.199879
2015-01-02 22:30:35,7195862809527384064,10.617460
2015-01-02 22:31:33,5475398830871849984,7.581879
2015-01-02 22:35:04,6235300366376680448,13.658312
2015-01-02 22:43:53,3677250954272201728,6.560071
2015-01-02 22:43:20,4146353762940406784,9.621524
2015-01-02 22:52:51,7545680322050365440,9.578582
2015-01-02 22:56:16,9069964904205045760,13.481961
2015-01-02 22:57:48,7384047205832864768,6.001679
2015-01-02 23:03:58,199774891944603648,0.000000
2015-01-02 23:03:18,119583633559575552,8.753246
2015-01-02 23:06:41,4132589953152670720,0.000000
2015-01-02 23:12:00,3471794366517501952,10.671509
2015-01-02 23:18:18,5712510297087206400,0.000000
2015-01-02 23:18:54,4538392129546721280,0.000000
2015-01-02 23:23:00,3516408147721474048,5.265445
2015-01-02 23:28:33,3996196895416241152,0.000000
2015-01-02 23:48:16,774509671633158144,12.239212
2015-01-02 23:50:35,998476260871867392,5.659387
2015-01-02 23:53:29,3783131821364100096,10.686065
2015-01-03 00:23:35,3216975457956528128,5.667335
2015-01-03 00:26:52,2288727322601527296,13.601313
2015-01-03 01:07:46,233306882825913344,7.295747
2015-01-03 01:11:16,6352229530710237184,0.000000
2015-01-03 01:50:24,2525909697354209280,0.000000
2015-01-03 06:14:29,3117204495370705920,7.617780
2015-01-03 06:43:28,8454562890543553536,6.169026
2015-01-03 06:46:29,1865514882326037504,7.083067
2015-01-03 06:47:19,5396925789872372736,0.000000
2015-01-03 07:13:40,3760812468280250368,0.000000
2015-01-03 07:16:14,9035536597584205824,12.274533
2015-01-03 07:19:12,835699518777353216,0.000000
2015-01-03 07:29:25,3654175872414329856,5.969611
2015-01-03 07:33:29,1441639826466117632,13.331961
2015-01-03 07:34:57,4185464119216046080,6.726738
2015-01-03 07:41:41,5854187613164063744,0.000000
2015-01-03 07:42:38,1609371427062595584,0.000000
2015-01-03 07:49:07,8482245875026482176,9.094562
2015-01-03 07:50:05,1471573768378298368,0.000000
2015-01-03 07:54:54,6274799427543383040,10.324153
2015-01-03 08:16:07,4539187125504644096,0.000000
2015-01-03 08:25:40,3499074051401570304,9.356382
2015-01-03 08:31:21,438433891057119232,6.798176
2015-01-03 08:32:23,7278626338251686912,0.000000
2015-01-03 08:46:05,7360840078863235072,12.075558
2015-01-03 08:47:11,2808406218495595520,9.738050
2015-01-03 08:47:53,4155822339814621184,9.365459
2015-01-03 08:55:05,6570896565320964096,11.258618
2015-01-03 09:09:29,1231525003551323136,11.718709
2015-01-03 09:23:08,6910931501612756992,8.831278
2015-01-03 09:32:54,4889082523564066816,11.749588
2015-01-03 09:51:12,688612423580988416,10.361653
2015-01-03 09:56:17,2469286804372204544,0.000000
2015-01-03 10:04:30,856020361471003648,0.000000
2015-01-03 10:16:25,3744102606297494528,7.419758
2015-01-03 10:20:44,3940765347529729024,8.574254
2015-01-03 10:30:50,5296184958721763328,14.670470
2015-01-03 10:36:28,3188159311148761088,8.516598
2015-01-03 10:40:09,1381708924900002816,0.000000
2015-01-03 10:44:51,6029993500634807296,0.000000
2015-01-03 10:49:40,34665513743557632,12.283229
2015-01-03 10:52:08,7403093949446144,0.000000
2015-01-03 11:02:03,7056557340742745088,0.000000
2015-01-03 11:02:41,4243035225837264896,9.197235
2015-01-03 11:20:09,644968011382467584,13.918091
2015-01-03 11:26:39,2197147953538270208,10.244517
2015-01-03 11:27:57,5238666152723329024,14.071715
2015-01-03 11:27:49,7170578919483685888,0.000000
2015-01-03 11:39:40,3084472500529129472,0.000000
2015-01-03 11:44:10,1452114334936078336,7.466116
2015-01-03 11:48:53,5504348142747548672,14.281948
2015-01-03 12:00:09,200255417886358528,13.937338
2015-01-03 12:03:00,1911583947751754752,8.232663
2015-01-03 12:05:44,3513524969515413504,9.527713
2015-01-03 12:08:19,8576614082025401344,8.970746
2015-01-03 12:11:43,1071699226357136384,14.330308
2015-01-03 12:11:49,57046842136336384,0.000000
2015-01-03 12:13:14,1399475341102699520,9.138226
2015-01-03 12:19:54,5826319995054887936,10.894973
2015-01-03 12:43:23,1699321840639039488,0.000000
2015-01-03 12:58:02,6728639562407913472,8.946744
2015-01-03 12:59:01,1038204328752095232,0.000000
2015-01-03 13:07:49,6648423063359560704,15.048689
2015-01-03 13:09:47,879034753769413632,13.798338
2015-01-03 13:11:52,6989900976111453184,0.000000
2015-01-03 13:14:18,805747129476639744,0.000000
2015-01-03 13:16:15,6230771851627443200,13.671581
2015-01-03 13:17:50,8102568734573704192,0.000000
2015-01-03 13:20:16,3524301236783325184,0.000000
2015-01-03 13:26:59,5543207899309084672,7.429226
2015-01-03 13:30:00,7998655278595036160,0.000000
2015-01-03 13:31:26,8577910411581258752,13.745069
2015-01-03 13:33:16,6154012371902823424,8.059670
2015-01-03 13:34:08,6641331136595501056,9.058980
2015-01-03 13:38:30,6008696871476983808,0.000000
2015-01-03 13:38:56,1963568287989356544,11.420539
2015-01-03 13:39:58,8266789187580567552,0.000000
2015-01-03 13:45:11,91558005091381248,9.332153
2015-01-03 13:49:20,62308217177342976,12.858938
2015-01-03 13:49:54,2691098135683592192,13.010746
2015-01-03 13:55:44,5039874445263041536,12.423530
2015-01-03 13:57:49,2624702725186961408,9.726293
2015-01-03 14:00:04,2674864217854201856,0.000000
2015-01-03 14:07:04,5090237588997468160,0.000000
2015-01-03 14:15:23,5584689896925843456,5.408116
2015-01-03 14:20:11,4120615850962686976,0.000000
2015-01-03 14:37:27,3956126074491974656,0.000000
2015-01-03 14:43:48,3743348182975529984,0.000000
2015-01-03 14:48:52,1765997237370192896,0.000000
2015-01-03 14:52:16,8679384054484770816,0.000000
2015-01-03 14:57:46,6373891926742053888,0.000000
2015-01-03 14:59:33,5737333026910459904,5.231877
2015-01-03 15:00:44,6648786701230052352,14.340005
2015-01-03 15:17:10,5004772408317696000,13.220232
2015-01-03 15:33:05,3304359022314639360,0.000000
2015-01-03 15:46:59,2790592197612328960,8.317340
2015-01-03 15:57:13,7577207552595890176,6.190612
2015-01-03 15:55:41,20030210298568704,0.000000
2015-01-03 15:58:40,5220420893315368960,15.015193
2015-01-03 16:08:00,306379089916459008,12.864575
2015-01-03 16:09:34,8237018916396580864,0.000000
2015-01-03 16:09:53,917823391408647168,0.000000
2015-01-03 16:13:37,2164101603914125312,11.646239
2015-01-03 16:16:53,2787896370518022144,0.000000
2015-01-03 16:19:59,4052047440742156288,10.545764
2015-01-03 16:20:42,7280295226865351680,12.364880
2015-01-03 16:20:59,7333424991577802752,14.061993
2015-01-03 16:23:09,885986533028042752,0.000000
2015-01-03 16:33:49,2671260077021302784,0.000000
2015-01-03 16:38:36,4999903209329988608,0.000000
2015-01-03 16:50:48,4094738838818840576,12.271636
2015-01-03 16:50:55,1907384439190109184,0.000000
2015-01-03 16:58:29,4259826328722294784,8.419360
2015-01-03 16:59:45,6005651842219672576,6.462485
2015-01-03 17:00:14,4760647060570346496,12.199104
2015-01-03 17:12:20,5611784691932789760,14.192978
2015-01-03 17:14:57,5302182840302681088,11.552942
2015-01-03 17:24:29,7873421886088945664,0.000000
2015-01-03 17:24:04,6951654432213623808,0.000000
2015-01-03 17:32:42,3627241419144093696,12.518626
2015-01-03 17:41:09,3761057970172022784,0.000000
2015-01-03 17:43:17,2915161531502107648,0.000000
2015-01-03 17:46:46,3486267884870852608,7.165449
2015-01-03 17:49:30,5616380449393854464,12.189930
2015-01-03 17:51:24,5804116360963475456,13.371759
2015-01-03 17:56:30,8925067513085435904,7.553421
2015-01-03 18:00:15,609220839166824448,10.795901
2015-01-03 18:01:01,459435296872598528,0.000000
2015-01-03 18:04:58,1724939366966617088,5.972147
2015-01-03 18:07:53,8617052798235316224,0.000000
2015-01-03 18:06:36,8147401031531374592,0.000000
2015-01-03 18:14:12,5023873042619131904,6.371681
2015-01-03 18:16:54,5819556253736794112,0.000000
2015-01-03 18:16:55,2104727426774470656,0.000000
2015-01-03 18:29:23,1407837269928208384,5.589993
2015-01-03 18:31:46,2570113620086065152,10.963931
2015-01-03 18:44:59,3927039001216284672,0.000000
2015-01-03 19:01:36,7379983104348704768,9.927704
2015-01-03 19:01:31,5125913391728636928,9.992787
2015-01-03 19:14:47,2249671434786073600,0.000000
2015-01-03 19:21:28,8149263810059514880,0.000000
2015-01-03 19:25:07,4760831909185613824,6.513952
2015-01-03 19:25:36,1050749406525931520,0.000000
2015-01-03 19:26:41,7817005711488477184,10.130466
2015-01-03 19:29:10,8395880591978778624,12.192163
2015-01-03 19:37:28,1997904059501371392,5.986787
2015-01-03 19:38:10,6095224533803569152,0.000000
2015-01-03 19:38:58,3568143149988364288,7.378408
2015-01-03 19:39:44,6602123258967969792,0.000000
2015-01-03 19:40:02,2840209619474315264,8.310035
2015-01-03 19:43:26,9129468988369852416,0.000000
2015-01-03 19:44:37,3265088125151690752,7.585548
2015-01-03 19:53:18,4155262010399483904,0.000000
2015-01-03 20:07:43,486437383297590272,8.624863
2015-01-03 20:07:36,4022001990784032768,0.000000
2015-01-03 20:08:23,3184040442045300736,8.860308
2015-01-03 20:12:51,4783081370491769856,10.096558
2015-01-03 20:17:00,3787429329597404160,0.000000
2015-01-03 20:17:55,8495377207240646656,0.000000
2015-01-03 20:18:52,931617894092608512,0.000000
2015-01-03 20:21:25,8281298295292622848,7.674711
2015-01-03 20:24:49,809353061229431808,14.299106
2015-01-03 20:25:00,3306600151112025088,15.014042
2015-01-03 20:29:52,5077606650246808576,9.911098
2015-01-03 20:30:30,3737257347543735296,6.282519
2015-01-03 20:32:20,8190400772754821120,14.770047
2015-01-03 20:50:13,5909633482160766976,11.923391
2015-01-03 20:52:31,3555553174063177728,0.000000
2015-01-03 20:54:47,6454313280460783616,0.000000
2015-01-03 21:01:24,8041540711764448256,6.300153
2015-01-03 21:06:40,4838973944061067264,7.031368
2015-01-03 21:09:34,3851092435803260928,0.000000
2015-01-03 21:10:22,7643243328510277632,0.000000
2015-01-03 21:22:42,8643461077904666624,0.000000
2015-01-03 21:21:27,5467021739050080256,8.783383
2015-01-03 21:27:00,9018166823099452416,0.000000
2015-01-03 21:27:06,2813348528361747456,5.792192
2015-01-03 21:28:21,5440871726325790720,0.000000
2015-01-03 21:29:26,1602512150738925568,12.766768
2015-01-03 21:30:46,5261122576134106112,0.000000
2015-01-03 21:37:39,755690434299320320,14.622430
2015-01-03 22:07:16,7774408266352605184,0.000000
2015-01-03 22:07:49,9024405102251331584,12.685857
2015-01-03 22:13:02,5862401663506683904,5.463929
2015-01-03 22:14:18,5001496679760394240,6.912591
2015-01-03 22:15:18,4630441966811458560,15.258215
2015-01-03 22:25:45,4270179478880404480,14.075492
2015-01-03 22:27:22,8332070026378411008,0.000000
2015-01-03 22:30:22,4170407659181967360,0.000000
