Entry Date,ID,Exit Date,Pages Viewed,Conversion
2015-01-01 21:26:33,6087791974962462720,2015-01-01 21:34:46,1,No
2015-01-01 21:30:44,5660175473815495680,2015-01-01 21:30:57,1,No
2015-01-01 21:31:32,2060204861216576512,2015-01-01 21:31:35,1,No
2015-01-01 21:36:12,4126568799143197696,2015-01-01 21:36:16,1,No
2015-01-01 21:37:15,4402752006095131648,2015-01-01 21:37:15,1,No
2015-01-01 21:38:38,6893537538954412032,2015-01-01 21:40:52,10,No
2015-01-01 21:41:35,3061065561602915328,2015-01-01 21:41:38,1,No
2015-01-01 22:06:42,8475337410701467648,2015-01-01 22:07:57,10,No
2015-01-01 22:10:34,3802365541334932480,2015-01-01 22:11:40,9,Yes
2015-01-01 22:12:33,693417111213983744,n/a,7,No
2015-01-01 22:14:11,5757917297696876544,n/a,4,No
2015-01-01 22:15:48,5667543114107866112,2015-01-01 22:16:01,1,No
2015-01-01 22:18:13,4512067809764440064,2015-01-01 22:18:22,1,No
2015-01-01 22:21:58,8440974136680800256,n/a,1,No
2015-01-01 22:22:47,9171240853631169536,2015-01-01 22:23:12,1,No
2015-01-01 22:30:35,8003104082391163904,2015-01-01 22:30:41,1,No
2015-01-01 22:34:32,8929366221993842688,2015-01-01 22:34:44,1,No
2015-01-01 22:37:42,3638497802469150720,2015-01-01 22:41:04,8,No
2015-01-01 22:49:43,5231168400142853120,n/a,10,No
2015-01-01 22:49:51,6089218846685638656,2015-01-01 22:55:57,6,No
2015-01-01 22:51:07,8193752842898053120,2015-01-01 22:52:42,5,No
2015-01-01 22:52:52,9072555216623293440,2015-01-01 22:57:32,11,Yes
2015-01-01 22:55:27,352799346334701568,2015-01-01 22:55:53,1,No
2015-01-01 23:06:06,1066640379737378816,2015-01-01 23:06:12,1,No
2015-01-01 23:08:08,2265437232944968704,2015-01-01 23:12:25,9,No
2015-01-01 23:10:58,2257656271666475008,2015-01-01 23:12:42,3,No
2015-01-01 23:20:53,916262005164673024,2015-01-01 23:20:57,1,No
2015-01-01 23:21:22,3493179815272345600,2015-01-01 23:23:44,9,No
2015-01-01 23:28:27,1797486411344561152,2015-01-01 23:28:46,1,No
2015-01-01 23:28:11,5971804110621699072,2015-01-01 23:29:49,3,No
2015-01-02 00:00:26,8072344116120953856,n/a,1,No
2015-01-02 00:08:17,905065996831502336,2015-01-02 00:12:05,6,No
2015-01-02 00:09:16,7586152014526992384,2015-01-02 00:12:14,10,No
2015-01-02 00:14:12,3824925355729223680,2015-01-02 00:14:14,1,No
2015-01-02 00:20:05,3866121314303430656,2015-01-02 00:20:20,1,No
2015-01-02 00:22:32,3735118407242682368,2015-01-02 00:23:48,5,No
2015-01-02 00:45:13,7865271661779452928,2015-01-02 00:46:58,9,No
2015-01-02 01:05:45,5079437504227862528,2015-01-02 01:05:46,1,No
2015-01-02 01:11:05,1957268762234052608,2015-01-02 01:13:18,5,No
2015-01-02 01:31:28,113515187918945280,2015-01-02 01:38:16,4,No
2015-01-02 05:27:39,8442536728111778816,2015-01-02 05:27:43,1,No
2015-01-02 05:39:53,8217068549215672320,2015-01-02 05:46:45,5,No
2015-01-02 05:49:00,5444110520530729984,2015-01-02 05:49:04,1,No
2015-01-02 06:02:10,252164492180332544,2015-01-02 06:04:33,3,No
2015-01-02 06:12:37,544366221300960256,2015-01-02 06:13:04,1,No
2015-01-02 06:29:16,1800564230470354944,2015-01-02 06:33:35,7,No
2015-01-02 06:57:47,7343505153152207872,2015-01-02 07:01:26,10,No
2015-01-02 07:13:51,4532927112037911552,2015-01-02 07:13:57,1,No
2015-01-02 07:37:33,5037545786445705216,2015-01-02 07:41:16,5,Yes
2015-01-02 07:53:35,3396819047031989248,2015-01-02 07:53:36,1,No
2015-01-02 08:06:29,4667468564128240640,2015-01-02 08:06:34,1,No
2015-01-02 08:21:36,4044853728309081088,2015-01-02 08:23:42,8,No
2015-01-02 08:30:21,6454405877532625920,2015-01-02 08:30:36,1,No
2015-01-02 08:39:14,5041028294881837056,2015-01-02 08:41:32,9,No
2015-01-02 08:58:00,2600800316338438144,2015-01-02 08:58:05,1,No
2015-01-02 09:02:04,8098578129224901632,2015-01-02 09:02:22,1,No
2015-01-02 09:04:35,6822535839937517568,2015-01-02 09:07:04,9,No
2015-01-02 09:12:35,3857914130523474944,2015-01-02 09:12:52,1,No
2015-01-02 09:12:14,3897036589333831680,2015-01-02 09:13:33,1,No
2015-01-02 09:16:24,7564341648134657024,2015-01-02 09:19:22,7,No
2015-01-02 09:23:25,4483615195247911936,2015-01-02 09:23:33,1,No
2015-01-02 09:37:11,6919294405833768960,2015-01-02 09:39:32,10,No
2015-01-02 09:50:45,6984332694815965184,2015-01-02 09:52:27,3,No
2015-01-02 09:52:03,2595079119176150016,2015-01-02 09:52:21,1,No
2015-01-02 09:52:44,1550088251811317760,2015-01-02 09:54:01,8,No
2015-01-02 09:59:16,1843818410593557504,2015-01-02 09:59:29,1,No
2015-01-02 10:01:24,1190905333106210816,2015-01-02 10:01:41,1,No
2015-01-02 10:05:29,1195474440184921088,n/a,3,No
2015-01-02 10:09:28,451264215761213440,2015-01-02 10:11:32,2,No
2015-01-02 10:17:01,8790224191054569472,2015-01-02 10:18:39,2,No
2015-01-02 10:18:22,94442383836774400,2015-01-02 10:18:28,1,No
2015-01-02 10:19:51,4969028167866193920,2015-01-02 10:20:05,1,No
2015-01-02 10:21:14,8101255270570195968,2015-01-02 10:22:20,2,No
2015-01-02 10:24:54,7926836750796119040,2015-01-02 10:30:05,4,No
2015-01-02 10:30:18,7712653127030367232,2015-01-02 10:33:27,9,No
2015-01-02 10:33:36,3098280836917249024,2015-01-02 10:35:13,1,No
2015-01-02 10:36:25,4242468009451522048,2015-01-02 10:37:44,2,No
2015-01-02 10:36:42,1932216476415135744,n/a,1,No
2015-01-02 10:48:08,2016971889516975104,2015-01-02 10:50:18,4,No
2015-01-02 11:03:59,7351928938822461440,2015-01-02 11:06:37,2,No
2015-01-02 11:04:17,1705080143690063872,2015-01-02 11:04:21,1,No
2015-01-02 11:04:05,7941002395398834176,2015-01-02 11:04:38,1,No
2015-01-02 11:08:26,3966683008435107840,2015-01-02 11:13:03,10,No
2015-01-02 11:11:57,5400785860798440448,2015-01-02 11:13:38,4,No
2015-01-02 11:21:26,6707074038829629440,2015-01-02 11:23:37,2,No
2015-01-02 11:28:36,3308644363802885120,2015-01-02 11:28:37,1,No
2015-01-02 11:35:28,3276178138254004224,2015-01-02 11:36:44,8,No
2015-01-02 11:57:32,5943081920840129536,2015-01-02 11:57:33,1,No
2015-01-02 11:58:05,7094670434446706688,2015-01-02 11:58:10,1,No
2015-01-02 12:14:22,4070550792858175488,2015-01-02 12:14:23,1,No
2015-01-02 12:14:22,3462193030115996672,2015-01-02 12:15:52,2,No
2015-01-02 12:16:51,4613335550629673984,2015-01-02 12:18:28,9,No
2015-01-02 12:18:20,4935548608514055168,2015-01-02 12:18:20,1,No
2015-01-02 12:26:14,8426340613401397248,2015-01-02 12:28:50,7,No
2015-01-02 12:41:58,4648220828527080448,2015-01-02 12:42:02,1,No
2015-01-02 12:48:39,5220022846017473536,2015-01-02 12:48:50,1,No
2015-01-02 12:56:54,2850469153948637184,2015-01-02 12:56:56,1,No
2015-01-02 13:01:12,1736415566122797056,2015-01-02 13:05:16,7,No
2015-01-02 13:05:57,3870377711492424704,2015-01-02 13:08:50,4,No
2015-01-02 13:06:20,82316223806087168,2015-01-02 13:06:31,1,No
2015-01-02 13:07:58,5213317845224647680,2015-01-02 13:10:39,10,No
2015-01-02 13:08:30,2114903736707200000,2015-01-02 13:08:33,1,No
2015-01-02 13:11:39,1458376876088055808,2015-01-02 13:13:24,9,No
2015-01-02 13:21:15,6289767327680479232,2015-01-02 13:23:36,10,No
2015-01-02 13:23:46,4301186012255219712,2015-01-02 13:23:47,1,No
2015-01-02 13:26:08,8793808902525850624,2015-01-02 13:26:08,1,No
2015-01-02 13:28:01,3588137565319959552,2015-01-02 13:28:02,1,No
2015-01-02 13:29:26,4809705904747242496,2015-01-02 13:33:39,7,No
2015-01-02 13:30:27,931376047177756672,2015-01-02 13:30:27,1,No
2015-01-02 13:37:32,3436942025046717440,2015-01-02 13:39:28,8,No
2015-01-02 13:39:31,4280065493786976256,n/a,1,No
2015-01-02 14:01:19,5385779003486786560,2015-01-02 14:01:20,1,No
2015-01-02 14:04:16,4472430354772924416,2015-01-02 14:06:57,1,No
2015-01-02 14:03:42,8922133798589897728,2015-01-02 14:05:32,5,No
2015-01-02 14:07:27,1281991631199135744,n/a,2,No
2015-01-02 14:08:42,3754805634284709888,2015-01-02 14:13:57,2,No
2015-01-02 14:09:03,3005313556680813568,2015-01-02 14:09:03,1,No
2015-01-02 14:18:44,1076086300729104384,2015-01-02 14:18:56,1,No
2015-01-02 14:20:22,2009409216021645312,2015-01-02 14:21:38,1,No
2015-01-02 14:27:17,6225069348908915712,2015-01-02 14:31:10,8,No
2015-01-02 14:34:52,1933684116860384256,2015-01-02 14:34:54,1,No
2015-01-02 14:36:22,3737964744244219904,2015-01-02 14:38:01,7,No
2015-01-02 14:38:00,6909871995731194880,n/a,8,No
2015-01-02 14:42:06,417951455062744064,2015-01-02 14:43:22,8,No
2015-01-02 14:45:15,8699218040437291008,2015-01-02 14:46:19,2,No
2015-01-02 14:48:08,661619990228776960,n/a,4,No
2015-01-02 14:48:42,1993439563886272512,2015-01-02 14:55:12,2,No
2015-01-02 14:50:55,2389085177702881280,2015-01-02 14:50:56,1,No
2015-01-02 15:02:25,2317169462040132608,2015-01-02 15:02:39,1,No
2015-01-02 15:07:46,2918940504098216960,2015-01-02 15:09:41,2,No
2015-01-02 15:11:07,3479581946946310144,2015-01-02 15:13:36,8,No
2015-01-02 15:13:02,8193481133932215296,2015-01-02 15:13:27,1,No
2015-01-02 15:21:26,5098648597233143808,2015-01-02 15:21:30,1,No
2015-01-02 15:24:29,751021219739347968,2015-01-02 15:25:48,8,No
2015-01-02 15:26:02,4581397804685879296,2015-01-02 15:26:06,1,No
2015-01-02 15:38:02,7810328063692026880,n/a,10,No
2015-01-02 15:37:48,4593287786198539264,2015-01-02 15:37:48,1,No
2015-01-02 15:39:43,2296347325640419328,2015-01-02 15:39:49,1,No
2015-01-02 15:40:53,6537365963512852480,n/a,4,No
2015-01-02 15:42:56,2860856006490429440,2015-01-02 15:45:32,6,No
2015-01-02 15:51:39,769563263457635328,n/a,1,No
2015-01-02 15:55:10,5676815559544142848,2015-01-02 15:55:16,1,No
2015-01-02 15:58:36,6907206747760039936,n/a,1,No
2015-01-02 15:58:32,582876094595611648,2015-01-02 16:01:26,5,No
2015-01-02 15:59:33,1939603761424674816,n/a,1,No
2015-01-02 16:18:44,7885795137008636928,2015-01-02 16:20:29,3,No
2015-01-02 16:28:09,8297625882798622720,2015-01-02 16:28:09,1,No
2015-01-02 16:57:43,2847568500816139264,2015-01-02 16:58:00,1,No
2015-01-02 17:07:21,4879370817735609344,2015-01-02 17:07:24,1,No
2015-01-02 17:12:27,2404076441031412736,2015-01-02 17:18:33,5,No
2015-01-02 17:13:30,3490963447908371456,2015-01-02 17:15:00,2,No
2015-01-02 17:16:13,2751330155496862720,2015-01-02 17:22:50,8,No
2015-01-02 17:51:23,584817662544019456,n/a,1,No
2015-01-02 17:55:21,4814219626866288640,2015-01-02 17:56:29,7,No
2015-01-02 17:56:33,725368847097009152,2015-01-02 17:56:45,1,No
2015-01-02 18:17:50,8503211698178625536,2015-01-02 18:22:02,13,Yes
2015-01-02 18:20:39,5628394623156501504,2015-01-02 18:23:07,1,No
2015-01-02 18:24:45,8901168099876030464,2015-01-02 18:32:55,9,No
2015-01-02 18:25:49,6124847484618800128,2015-01-02 18:31:50,13,Yes
2015-01-02 18:27:06,1870338988571287552,2015-01-02 18:27:11,1,No
2015-01-02 18:29:33,9121670226524164096,2015-01-02 18:32:20,7,No
2015-01-02 18:30:37,630649690393927680,2015-01-02 18:35:20,2,No
2015-01-02 18:31:19,8398749644876854272,2015-01-02 18:31:25,1,No
2015-01-02 18:33:50,484484023149076480,2015-01-02 18:34:19,1,No
2015-01-02 18:34:40,7275724472144202752,n/a,3,No
2015-01-02 18:37:07,3511206534844088320,2015-01-02 18:37:07,1,No
2015-01-02 18:38:21,3226741615987734528,2015-01-02 18:42:57,7,No
2015-01-02 18:46:41,4159002118038921216,2015-01-02 18:46:58,1,No
2015-01-02 19:00:33,4396028720244856832,2015-01-02 19:01:59,6,No
2015-01-02 19:02:02,2448444920472935424,2015-01-02 19:02:11,1,No
2015-01-02 19:14:03,84646485724393472,n/a,1,No
2015-01-02 19:21:41,1253101870929122304,2015-01-02 19:22:16,1,No
2015-01-02 19:31:46,4720805306596143104,2015-01-02 19:36:50,6,No
2015-01-02 19:31:49,4802005864365668352,2015-01-02 19:31:55,1,No
2015-01-02 19:46:27,8520832478254035968,2015-01-02 19:51:59,9,No
2015-01-02 19:46:37,4301659097575401472,2015-01-02 19:53:30,10,No
2015-01-02 19:49:21,314925384695629824,2015-01-02 19:52:11,3,No
2015-01-02 19:49:21,9057459532612525056,2015-01-02 19:49:45,1,No
2015-01-02 19:55:21,5515358413800797184,2015-01-02 19:58:17,9,No
2015-01-02 20:00:27,542511267495924736,2015-01-02 20:00:32,1,No
2015-01-02 20:01:31,3544434795126848512,2015-01-02 20:01:32,1,No
2015-01-02 20:05:25,8498304449464936448,2015-01-02 20:07:58,9,No
2015-01-02 20:06:51,9050506485356401664,2015-01-02 20:06:56,1,No
2015-01-02 20:06:58,6933922206240752640,2015-01-02 20:07:21,1,No
2015-01-02 20:07:25,2652024294265232384,2015-01-02 20:07:34,1,No
2015-01-02 20:08:52,1267009103655341056,2015-01-02 20:08:55,1,No
2015-01-02 20:08:11,9220667397326502912,2015-01-02 20:10:08,9,No
2015-01-02 20:11:43,1113013989728067584,2015-01-02 20:16:38,1,No
2015-01-02 20:13:29,6172328531660658688,2015-01-02 20:18:49,6,No
2015-01-02 20:25:05,1126890873054607360,2015-01-02 20:28:59,10,No
2015-01-02 20:26:10,42016774799495168,2015-01-02 20:26:25,1,No
2015-01-02 20:38:12,7478522786798217216,2015-01-02 20:38:13,1,No
2015-01-02 20:40:10,7644679227470441472,2015-01-02 20:40:28,1,No
2015-01-02 20:43:04,7626123027173529600,n/a,7,Yes
2015-01-02 20:56:06,8775576516926284800,2015-01-02 21:02:41,10,No
2015-01-02 21:01:31,489232100164382720,2015-01-02 21:03:00,5,No
2015-01-02 21:10:44,8940765627931049984,2015-01-02 21:15:52,8,Yes
2015-01-02 21:20:32,1313388360001078272,2015-01-02 21:21:44,6,No
2015-01-02 21:25:50,3407468816792456192,2015-01-02 21:28:31,8,No
2015-01-02 21:34:40,6301661413177681920,2015-01-02 21:36:25,4,No
2015-01-02 21:34:42,6012762169945224192,2015-01-02 21:36:43,3,No
2015-01-02 21:36:50,4480806680053074944,n/a,4,No
2015-01-02 21:37:40,3795707929487054848,2015-01-02 21:40:59,4,No
2015-01-02 21:38:32,9106326933421889536,2015-01-02 21:38:39,1,No
2015-01-02 21:41:30,8264110496720914432,2015-01-02 21:45:13,4,No
2015-01-02 21:42:22,358028900621956096,n/a,1,No
2015-01-02 21:46:02,8423509924546242560,2015-01-02 21:47:04,9,No
2015-01-02 21:51:05,7146102867966785536,2015-01-02 21:51:06,1,No
2015-01-02 21:52:30,1296425379128704000,2015-01-02 21:53:10,1,No
2015-01-02 21:53:29,3251855425523632128,2015-01-02 21:53:29,1,No
2015-01-02 21:55:30,4586605862367290368,2015-01-02 21:55:49,1,No
2015-01-02 22:01:18,355989167442876416,2015-01-02 22:01:19,1,No
2015-01-02 22:02:34,918681367138528256,2015-01-02 22:02:35,1,No
2015-01-02 22:23:29,2277764662529366016,2015-01-02 22:24:52,7,No
2015-01-02 22:28:10,2685933492559522816,2015-01-02 22:30:00,6,No
2015-01-02 22:29:03,4906215612582311936,2015-01-02 22:29:09,1,No
2015-01-02 22:30:36,7195862809527384064,2015-01-02 22:32:16,7,No
2015-01-02 22:31:34,5475398830871849984,2015-01-02 22:31:37,1,No
2015-01-02 22:35:06,6235300366376680448,2015-01-02 22:35:17,1,No
2015-01-02 22:43:53,3677250954272201728,2015-01-02 22:43:54,1,No
2015-01-02 22:43:21,4146353762940406784,2015-01-02 22:43:23,1,No
2015-01-02 22:52:53,7545680322050365440,2015-01-02 22:59:09,9,No
2015-01-02 22:56:18,9069964904205045760,2015-01-02 22:59:51,7,No
2015-01-02 22:57:48,7384047205832864768,2015-01-02 22:57:50,1,No
2015-01-02 23:03:59,199774891944603648,2015-01-02 23:06:58,5,Yes
2015-01-02 23:03:19,119583633559575552,2015-01-02 23:04:53,3,No
2015-01-02 23:06:41,4132589953152670720,2015-01-02 23:07:43,8,No
2015-01-02 23:12:00,3471794366517501952,2015-01-02 23:13:04,8,No
2015-01-02 23:18:18,5712510297087206400,n/a,8,No
2015-01-02 23:18:54,4538392129546721280,2015-01-02 23:20:08,2,No
2015-01-02 23:23:00,3516408147721474048,2015-01-02 23:23:18,1,No
2015-01-02 23:28:35,3996196895416241152,2015-01-02 23:28:37,1,No
2015-01-02 23:48:19,774509671633158144,2015-01-02 23:48:22,1,No
2015-01-02 23:50:35,998476260871867392,2015-01-02 23:54:07,3,No
2015-01-02 23:53:31,3783131821364100096,2015-01-02 23:54:43,6,No
2015-01-03 00:23:35,3216975457956528128,2015-01-03 00:23:51,1,No
2015-01-03 00:26:53,2288727322601527296,2015-01-03 00:27:07,1,No
2015-01-03 01:07:47,233306882825913344,2015-01-03 01:08:01,1,No
2015-01-03 01:11:17,6352229530710237184,2015-01-03 01:13:32,10,No
2015-01-03 01:50:25,2525909697354209280,2015-01-03 01:50:25,1,No
2015-01-03 06:14:32,3117204495370705920,2015-01-03 06:16:50,1,No
2015-01-03 06:43:29,8454562890543553536,2015-01-03 06:44:48,8,No
2015-01-03 06:46:29,1865514882326037504,2015-01-03 06:51:11,3,No
2015-01-03 06:47:19,5396925789872372736,2015-01-03 06:47:41,1,No
2015-01-03 07:13:40,3760812468280250368,2015-01-03 07:15:45,10,No
2015-01-03 07:16:15,9035536597584205824,2015-01-03 07:19:08,9,No
2015-01-03 07:19:12,835699518777353216,n/a,1,No
2015-01-03 07:29:25,3654175872414329856,2015-01-03 07:29:26,1,No
2015-01-03 07:33:30,1441639826466117632,2015-01-03 07:37:30,4,No
2015-01-03 07:34:58,4185464119216046080,2015-01-03 07:41:35,1,No
2015-01-03 07:41:41,5854187613164063744,2015-01-03 07:43:00,1,No
2015-01-03 07:42:38,1609371427062595584,2015-01-03 07:42:41,1,No
2015-01-03 07:49:07,8482245875026482176,2015-01-03 07:50:10,5,No
2015-01-03 07:50:06,1471573768378298368,2015-01-03 07:51:53,3,No
2015-01-03 07:54:56,6274799427543383040,2015-01-03 07:56:18,9,No
2015-01-03 08:16:07,4539187125504644096,2015-01-03 08:16:09,1,No
2015-01-03 08:25:41,3499074051401570304,2015-01-03 08:27:36,10,No
2015-01-03 08:31:22,438433891057119232,2015-01-03 08:32:34,8,No
2015-01-03 08:32:24,7278626338251686912,n/a,2,No
2015-01-03 08:46:06,7360840078863235072,2015-01-03 08:48:33,3,No
